"tweet","senti"
"@owlmonkeys fuck you ",0
"dear nike, stop with the flywire. that shit is a waste of science. and ugly. love, @vincentx24x",0
"I am such a fucking failtastic IRL friend. ",0
"I am in so much pain. My back is fucked up... I don't know what happen. It feels like something is out of place in my lower back.   ",0
"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",4
"just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR",2
"@united Give Cyndi &amp; Troy each a gold star.",4
"Uber to use Google's self-driving cars in the far-future /5pv6Dlj0L9",2
"Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes",4
"Also, cars with drivers @transsafe: FBI warns driverless cars could be used as 'lethal weapons' @BerkeleyITS @tsrcits http://t.co/Qd9UrEImqq",0
"@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night ",4
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",4
"http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson)",4
"Heading to a tech conference which will focus on transportation and driverless cars #AV #Innovation",2
"@united thanks for all the help! Totally appreciate it and you made it super easy too",4
"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.",0
"  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.",2
"saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!",4
"i love lebron. http://bit.ly/PdHur",4
"Man accosts Roger Federer during French Open http://ff.im/3HCPT",2
"no watching The Night At The Museum. Getting Really Good",4
"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!",0
"@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?",4
"#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb",0
"On my way to see Star Trek @ The Esquire.",2
"Gov. Brown gives green light to driverless cars in California - Chicago Tribune /Gx8K5faC",2
"yankees won mets lost. its a good day.",4
"Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH",4
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",0
"this dentist's office is cold :/",0
"Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.",4
"@united received my bag. I appreciate taking care of the matter and following up!",4
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",4
"VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!",0
"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t",2
"Driverless cars?!! Wth!i honestly don't think that's a good idea..",0
"zomg!!! I have a G2!!!!!!!",4
"Listening to Obama... Friggin North Korea...",0
"    wonder what their plans are for the Super Bowl? Deflated balls are trademark. #DeflateGate",2
"I JUST SAW A SELF-DRIVING GOOGLE CAR HOW AWSOMMEE!!",4
"Self-driving cars could be a decade away: A number of carmakers, with Nissan being the latest, claim that they... /DwF33TJMuN",2
"just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!",4
"is going to sleep then on a bike ride:]",4
"@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!",4
"Googles self driving cars...soo cool #iwantone",4
"@zampeachie @Farscale To answer both of you: I studied for FOUR hours before the exam and I'm pretty sure I still fucked it ",0
"First to own 2600 digital languages is the NEW leader of the Internet. .  . . . #onlinegaming  .",2
"The real AIG scandal / http://bit.ly/b82Px",0
"I just got up, I'm ill as fuck. I need more sleep and everything. Uchh ",0
"@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good",4
"at work fixing some code that just had to broke on the saturday evening... man... who the fuck invented comuters in the first place??? ",0
"Self driving cars would be amazing. DDs would be a thing of the past#hurryupscience",4
"Class... The 50d is supposed to come today :)",4
"Driverless cars. DUMBEST F..ING Idea I have ever heard of.",0
"started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?",0
"downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.",4
"@cnni Driverless truck?! Perfect 'car (((Bomb))). I'll take 2 4 AIPC rats nest in Hymie town &amp; DC.",0
"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. ",4
" I would love to Fort Lauderdale now that would cool.",2
"@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)",4
"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc",0
"A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. ",4
"fucking roadworks out the front of our house ",0
"@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.",4
"@kirstiealley I hate going to the dentist.. !!!",0
"@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You",4
" Obama's balls are deflated too and America doesn't believe him. #DeflateGate",2
"@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!",4
"just changed my default pic to a Nike basketball cause bball is awesome!!!!!",4
"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio",4
"@ work til 6pm... lets go lakers!!!",4
"Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.",0
"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m",2
"LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750",0
"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH",2
"Damn my fucking Brain... searching for an Slab Serif Type called Lubilin or something similiar ",0
"In montreal for a long weekend of R&amp;R. Much needed.",4
"omg its getting so fucking hot out ",0
"Fuck this economy. I hate aig and their non loan given asses.",0
"is Twitter's connections API broken? Some tweets didn't make it to Twitter...",0
"My dentist appt today was actually quite enjoyable.",4
"love u dane cook, u funny fuck!    party time for my lil sister well not so little anymore now 14!  how sad they grow up so fast",0
"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8",0
"SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......",4
"F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!",0
"@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines",0
"Loratadine (main ingredient in Claritin) is SO much cheaper at Target, it kinda makes me wonder if they do something to it...",2
"is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals",4
"@MushyV Ahhhhh that Hoff programme sounded CLASSS!!!! I fuckin missed it  hopes there's a repeat innit",0
"GM files Bankruptcy, not a good sign...",0
"annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.",0
"Will the Lakers kick the Nuggets ass tonight?",4
"@ims What is AT&amp;T fucking up?",0
"RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign",4
"@united Why isn't the flight status updated to delayed UA1532 no board",0
"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",0
"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf",0
"i loved night at the museum!!!",4
"Ok, @apple. You win. I won't use your browser anymore since it keeps closing on me. Literally 8 times today. I counted.",0
"I just wrote and entire story, and it didn't save.   Motherfucker.   http://twitter.com/disintegration/statuses/1548632552",0
"#at&amp;t is complete fail.",0
"i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do",0
"Testing Twitter API. Remote Update",2
"oh hell no, i know enough about computers to not trust a driverless car",0
"The google carðŸ˜‚ /tZ2KkGl4as",2
"Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?",2
"Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv",4
"just watched night at the museum 2! so stinkin cute!",4
"@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :)",4
"NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx",2
"iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc",2
"@XPhile1908 I have three words for you: ""Safeway dot com""",2
"can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.",4
"Aren't they already? â€œ@Techmeme: FBI warns driverless cars could be used as 'lethal weapons' http://t.co/BZCGGulW6x http://t.co/sTLxMt1lLzâ€",0
"   legit thought that was you in this pic!",2
"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV",4
"ps just broke my fucking phone ",0
"@united thanks! :)",4
"With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!",4
"@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS",0
"DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt",2
"Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this",0
"Just saw a Google self-driving car in the wild! Woot! It was extremely well behaved. Me wants!",4
"Went to see the Star Trek movie last night.  Very satisfying.",4
"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al",0
"GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv",2
"I think I am more excited about the self driving car, than anything else since I joined @Google. It's just awesome!",4
"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough ",0
"I seriously underestimated Malcolm Gladwell.  I want to meet this dude.",4
"@StreetWearBear.  yes I am thanks for reaveling to the world bro fuck my life hahaha",0
"Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner",0
"Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp",2
"@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.",4
"RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.",4
"@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. ",4
"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",4
"Amazon making self driving cars in 2017 to deliver packages? #drone",2
"Hello Twitter API ;)",4
" A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.",2
"i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!",4
"Is fucked to go back to IC ",0
"@google watched the video now that I'm home from work. WTF. I thought we were getting a driverless car not some Orwellian Big Brother shit.",0
"hey @apple fuck you",0
"Portland city politics may undo baseball park http://tinyurl.com/lpjquj",2
"omgoshhh hes not coming back till monday which means i won't see him till i come back thursday  fucken jerk! sighh i miss himmmm ",0
"I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.",0
"Dang! The iPhone 5's camera is blazing fast. Spotted a Google self driving car. /NC63Spw7",2
"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",4
"@apple ur products are shit they break 24/7 ur ruining my life",0
" So just like when Claritin went over the counter it isn't covered by any prescription drug plans anymore?",2
"@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW",4
"Self driving cars powered by @Uber.  This google investment is awesome.",4
"@rashmid congratulations!! tht makes a lot of us very very happy. ",4
"Fighting with LaTex. Again...",0
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",0
"@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. ",4
"dropped her broccoli walking home from safeway! ;( so depressed",2
"@QuantTrader i own a GM car and it is junk as far as quality compared to a honda",0
"Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry",0
" - nice segment on the Google car.  Interesting how ideas like this could disrupt the Insurance Industry.     /571XAf3w5R",2
"New nike muppet commercials are pretty cute. Why do we live together again?",4
":-/ : Google forced to add steering wheels to driverless car designs:  /m1PYOJ1V5S",2
"@ryanchris I drive hundreds of miles a week. Bring on the driverless car. Canâ€™t wait to stop driving.",4
"@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?",0
"sad day...bankrupt GM",0
"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",0
"@johncmayer is Bobby Flay joining you?",2
"Comcast sucks.",0
"http://t.co/lsyL4Qfccw  Half of Americans want to live in a smart city with driverless cars",4
"@McALiMeal  You are never going to be a &quot;fucked up little kid&quot;. If anyone dared say that to you i'd fucking punch them D: you're amazing.",0
"i am working on my media room design and i love love love my client profile ",4
"Wow everyone at the Google I/O conference got free G2's with a month of unlimited service",4
"back from dentist  mouth is numb and it's all shitty.... fucking fillings ",0
"@sportsguy33 Time Warner = epic fail",0
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",4
"I look at Googleâ€™s driverless cars and I think, the perfect terrorist bombing weapon.",0
"im goin to kill alicia if she gave me her fucking sickness . ughhh wtf  ",0
"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",2
"@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own ",4
"@xambix wow, welcome home eh  that's well shit, especially just coming back off holiday!!! Some fucking people!",0
"First ride in a Google self-driving car. Amaaaazing @ComputerHistory",4
"@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...",4
"The Google car must be stopped.",0
"Heading to San Francisco",2
": Click on the link (or the picture) to see the #Coachella2015 Lineup  /swzBfN…",2
"shud be sleeping but cant! im guna be so fucked and grumpy for this 6am flight!  but hey... im going on holiday so good times!",0
"While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! ",0
"fuck a birthday ",0
"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!",0
"I am happy for Philip being at GoogleIO today",4
"When the first mass-produced self-driving car hits the market you can bet your ass I'm buying one.",4
"Finally out of work. My back is a fucking wreck. ",0
"MT Exactly! â€œ@OssyFont: #ScareTactic 1st child hit by driverless car? How about fewer children hit by drivers today? #RiseOfTheMachinesâ€",0
": With an actual #DeflateGate science debate swirling, the NFL is hiring the Columbia University physics department:
http://t…",2
"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4
"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",0
"How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ",2
"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4
"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",0
"JUST SAW A GOOGLE CAR FUCK YES  I LOVE THEM &lt;3 ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ’•ðŸ’•ðŸ’•ðŸ’žðŸ’žðŸ’ž",4
"Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)",4
"argghhhh why won't  my jquery appear in safari bad safari !!!",0
"About to watch Night at the Museum with Ryan and Stacy",2
"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",0
"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n",4
"Malcolm Gladwell might be my new man crush",4
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",0
"Conflict in auto tech race? Google, Detroit diverge on road map for self-driving cars: /v020sXRGps",2
"so the clown suits were a waste of money... but a good night anyway  except im fucking broke ",0
"Did not realize there is a gym above Safeway!",2
"@dannygokey I love you DANNY GOKEY!! :)",4
"Off to the bank to get my new visa platinum card",2
"@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)",0
"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",2
"@drgitlin yes, I just meant in the sense that people on it aren't driving. We don't need f'n driverless passenger cars.",0
"RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1",2
"""Driver-less cars could be potentially lethal"" - news ticker.   Yeah I mean I would think so too...",0
"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",2
"Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon",0
"aww i fucken &lt;3 chuck liddell, tht shit was gay he was crying ",0
"CAR WARS - Action/Sci-Fi - Drew Goddard - 'In the future driverless cars become sentient and turn on the human race'.  #blackoutlist2013",0
"Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.",0
"@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!",0
"@united sweet, follow back and I'll get the dm off",4
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",0
"Good. I still won't even do self check-out RT @techreview Driverless Cars Are Further Away Than You Think http://t.co/3bIsL2mK7s",0
"I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis",4
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",4
"Any twitter to aprs apps yet?",2
"@chictopia Let me know what you think- I have a long list of other great designers ",4
"@jdreiss oh yes but if GM dies it will only be worth more boo hahaha",0
"Whatever happens, please DO NOT alter football valves to include those little electronic sensors like I have in my car tires! #DeflateGate",2
"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",0
"No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol",0
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",0
"A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. ",4
"luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?",0
"RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR",4
"torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.",0
"I just saw the spanish short film Aftermath. That's some fucked up 30 minutes!!... now I've lost my appetite ",0
"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",0
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4
" snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night",2
"?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg",0
"@ohonefourthree this is me word for word. my stomach is all fucked up. sucks ",0
"@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV",4
"omg. The commercials alone on ESPN are going to drive me nuts.",0
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",2
"Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme",2
"You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j",0
"@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!",4
"how the fuck is watching a video on a driverless car going to make me a better driver?",0
" like continental's chicken feat fairs",2
"@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.",4
"[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP",4
"#WFTB Joining a bit late. My connection was down (boo time warner)",0
"Gratitude is a great multiplier. Giving thanks and appreciating all we have opens doors for us to have more. ",4
"@deepbluesealove I was never an early morning person so I really didnt have anything to get over ",4
"Kobe is the best in the world not lebron .",0
"@united Great, thank you!",4
"i hate the dentist....who invented them anyways?",0
"@yayfuckbuddies haha I would but you won't ",0
"Boo! The kitchen fucked up my dinner order, they didn't give me french fries I think. Unless I didn't see them or someone took em  fail!",0
"Oh yay...I can't wait to get rear ended by one of Google's driverless cars.....who will I sue???? http://t.co/glUJ68aD0J",0
"Naive Bayes using EM for Text Classification. Really Frustrating...",0
"SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!",4
"@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?",2
"goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come",4
"I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul",2
"Blink by malcolm gladwell amazing book and The tipping point!",4
"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",0
"@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭",0
"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",4
"@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(",0
"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",4
"obviously not siding with Cheney here: http://bit.ly/19j2d",0
"I'm moving to East Palo Alto!",4
"had a really good day    off to do some shoppping",4
"New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS",2
"Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL",0
"GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave",4
"Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG",2
"reading on my new Kindle2!",4
"Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter",0
"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",0
"@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!",4
"I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb",2
"fuck, school tommorow ",0
"Want it!! ""@ForbesLife:  self-driving Rinspeed XchangE could redefine life behind the wheel. http://t.co/v6z6JpZX0B http://t.co/BYCRJL6B5H""",4
":   Obama works as Patriots ball boy. Nothing he loves more than deflating a Patriots balls. #De…",2
"@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?",2
"my exam went good. @HelloLeonie: your prayers worked (:",4
"â€œ@edasneak: Who the hell would want a driverless car. I love to driveâ€ ðŸ™‹ðŸ™‹ I would.",0
"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",2
"@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p",4
"jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/",2
"@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!",4
"@google is making driverless cars which is awesome http://t.co/t2hW30KzcX",4
"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",4
"jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631",2
"@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync",0
"San Francisco today.  Any suggestions?",2
"All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA",2
"I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO",0
"NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner",0
"Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot",0
" Just left #LaGuardia now...#Sunshine in a little over 2 hours",2
"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",4
"KOBE IS GOOD BT LEBRON HAS MY VOTE",4
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",2
"@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv",2
"@Rebecca1158 goodnight. ",4
"Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...",0
"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4
"Why the hell is Pelosi in freakin China? and on whose dime?",0
"I'm hungry and I want IHOP now!  Bullfuck!",0
"And then there was the time  discovered the potential value of self-driving cars: /CReH1CGZYV",2
"Wet hair + No Hair Dryer =  ... Dry fucker, DRY!!!",0
"'Next time, I'll call myself Nike'",2
" unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles",2
"Just saw the new Night at the Museum movie...it was...okay...lol 7\10",2
"@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!",4
"Algebra homework. On a Saturday, whatta great fucking day. Someone entertain me. PLEASE. ",0
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4
"The day I never have to deal with Comcast again will rank as one of the best days of my life.",0
"wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects",0
"@boomboxhearts  i'm having dinner with (older) friends in like 3 hours.  fuck i'm so sorry to be shit. can't believe i've missed you ",0
